10000000,1,10,2094
10000000,1,20,2097
10000000,1,30,2093
10000000,1,40,2091
10000000,1,50,2096
10000000,1,60,2098
10000000,1,70,2094
10000000,1,80,2095
10000000,1,90,2095
10000000,1,100,2094
10000000,3,10,1188
10000000,3,20,1186
10000000,3,30,1189
10000000,3,40,1189
10000000,3,50,1188
10000000,3,60,1185
10000000,3,70,1186
10000000,3,80,1186
10000000,3,90,1188
10000000,3,100,1188
10000000,5,10,1083
10000000,5,20,1090
10000000,5,30,1088
10000000,5,40,1086
10000000,5,50,1086
10000000,5,60,1084
10000000,5,70,1089
10000000,5,80,1088
10000000,5,90,1089
10000000,5,100,1087
10000000,7,10,1047
10000000,7,20,1045
10000000,7,30,1050
10000000,7,40,1045
10000000,7,50,1048
10000000,7,60,1048
10000000,7,70,1046
10000000,7,80,1046
10000000,7,90,1045
10000000,7,100,1048
10000000,9,10,1019
10000000,9,20,1020
10000000,9,30,1027
10000000,9,40,1020
10000000,9,50,1020
10000000,9,60,1020
10000000,9,70,1020
10000000,9,80,1020
10000000,9,90,1027
10000000,9,100,1019
10000000,11,10,1005
10000000,11,20,1006
10000000,11,30,1005
10000000,11,40,1006
10000000,11,50,1007
10000000,11,60,1002
10000000,11,70,1000
10000000,11,80,1002
10000000,11,90,1004
10000000,11,100,1006
10000000,13,10,993
10000000,13,20,996
10000000,13,30,1000
10000000,13,40,996
10000000,13,50,995
10000000,13,60,997
10000000,13,70,997
10000000,13,80,996
10000000,13,90,995
10000000,13,100,996
10000000,15,10,986
10000000,15,20,989
10000000,15,30,990
10000000,15,40,987
10000000,15,50,986
10000000,15,60,989
10000000,15,70,987
10000000,15,80,986
10000000,15,90,987
10000000,15,100,988
10000000,17,10,983
10000000,17,20,984
10000000,17,30,979
10000000,17,40,980
10000000,17,50,981
10000000,17,60,982
10000000,17,70,983
10000000,17,80,978
10000000,17,90,979
10000000,17,100,982
10000000,19,10,978
10000000,19,20,978
10000000,19,30,976
10000000,19,40,976
10000000,19,50,977
10000000,19,60,978
10000000,19,70,978
10000000,19,80,980
10000000,19,90,979
10000000,19,100,980
10000000,21,10,974
10000000,21,20,976
10000000,21,30,971
10000000,21,40,973
10000000,21,50,975
10000000,21,60,972
10000000,21,70,971
10000000,21,80,974
10000000,21,90,971
10000000,21,100,974
10000000,23,10,970
10000000,23,20,971
10000000,23,30,967
10000000,23,40,972
10000000,23,50,968
10000000,23,60,970
10000000,23,70,969
10000000,23,80,970
10000000,23,90,970
10000000,23,100,971
10000000,25,10,970
10000000,25,20,972
10000000,25,30,972
10000000,25,40,968
10000000,25,50,968
10000000,25,60,971
10000000,25,70,976
10000000,25,80,965
10000000,25,90,968
10000000,25,100,969
10000000,27,10,968
10000000,27,20,969
10000000,27,30,965
10000000,27,40,968
10000000,27,50,970
10000000,27,60,970
10000000,27,70,963
10000000,27,80,967
10000000,27,90,967
10000000,27,100,967
10000000,29,10,965
10000000,29,20,970
10000000,29,30,966
10000000,29,40,963
10000000,29,50,965
10000000,29,60,965
10000000,29,70,967
10000000,29,80,963
10000000,29,90,964
10000000,29,100,965
10000000,31,10,961
10000000,31,20,962
10000000,31,30,967
10000000,31,40,962
10000000,31,50,963
10000000,31,60,965
10000000,31,70,963
10000000,31,80,965
10000000,31,90,963
10000000,31,100,965
